movieId,title,genres,imdbId,movieIndex
1567,"Last Time I Committed Suicide, The (1997)",Drama,tt0119502,8377
1568,MURDER and murder (1996),Crime|Drama|Mystery,tt0116949,13558
1569,My Best Friend's Wedding (1997),Comedy|Romance,tt0119738,568
1570,Tetsuo II: Body Hammer (1992),Horror|Sci-Fi,tt0105569,4774
1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance,tt0115856,3404
1572,"Contempt (Mépris, Le) (1963)",Drama,tt0057345,3368
1573,Face/Off (1997),Action|Crime|Drama|Thriller,tt0119094,276
1574,Fall (1997),Romance,tt0119098,6996
1575,Gabbeh (1996),Drama,tt0116384,5896
1577,Mondo (1996),Drama,tt0117076,8779
1578,"Innocent Sleep, The (1996)",Crime,tt0113425,9859
1579,For Ever Mozart (1996),Drama,tt0116334,9464
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,tt0119654,58
1581,Out to Sea (1997),Comedy,tt0119848,4326
1582,Wild America (1997),Adventure|Children,tt0120512,4367
1583,"Simple Wish, A (1997)",Children|Fantasy,tt0120133,6502
1584,Contact (1997),Drama|Sci-Fi,tt0118884,187
1585,Love Serenade (1996),Comedy,tt0116930,5856
1586,G.I. Jane (1997),Action|Drama,tt0119173,1067
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,tt0082198,1049
1588,George of the Jungle (1997),Children|Comedy,tt0119190,1699
1589,Cop Land (1997),Action|Crime|Drama|Thriller,tt0118887,1247
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,tt0119081,1089
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,tt0120177,1583
1592,Air Bud (1997),Children|Comedy,tt0118570,3226
1593,Picture Perfect (1997),Comedy|Romance,tt0119896,2827
1594,In the Company of Men (1997),Comedy|Drama,tt0119361,1510
1595,Free Willy 3: The Rescue (1997),Adventure|Children|Drama,tt0119152,5213
1596,Career Girls (1997),Drama,tt0118818,3608
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,tt0118883,542
1598,Desperate Measures (1998),Crime|Drama|Thriller,tt0118966,3890
1599,Steel (1997),Action,tt0120207,7536
1600,She's So Lovely (1997),Drama|Romance,tt0120112,4510
1601,Hoodlum (1997),Crime|Drama|Film-Noir,tt0119311,3993
1602,Leave It to Beaver (1997),Comedy,tt0119509,6789
1603,Mimic (1997),Horror|Sci-Fi|Thriller,tt0119675,2436
1604,Money Talks (1997),Action|Comedy,tt0119695,3905
1605,Excess Baggage (1997),Adventure|Romance,tt0119086,4244
1606,Kull the Conqueror (1997),Action|Adventure,tt0119484,4941
1608,Air Force One (1997),Action|Thriller,tt0118571,384
1609,187 (One Eight Seven) (1997),Drama|Thriller,tt0118531,4067
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,tt0099810,119
1611,My Own Private Idaho (1991),Drama|Romance,tt0102494,1762
1612,"Kiss Me, Guido (1997)",Comedy,tt0119465,4060
1613,Star Maps (1997),Drama,tt0120197,5698
1614,In & Out (1997),Comedy,tt0119360,1422
1615,"Edge, The (1997)",Adventure|Drama,tt0119051,1678
1616,"Peacemaker, The (1997)",Action|Thriller|War,tt0119874,1661
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,tt0119488,60
1619,Seven Years in Tibet (1997),Adventure|Drama|War,tt0120102,1059
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,tt0119468,1140
1621,Soul Food (1997),Drama,tt0120169,3503
1622,Kicked in the Head (1997),Comedy|Drama,tt0119457,11884
1623,Wishmaster (1997),Horror,tt0120524,3976
1624,"Thousand Acres, A (1997)",Drama,tt0120323,4357
1625,"Game, The (1997)",Drama|Mystery|Thriller,tt0119174,223
1626,Fire Down Below (1997),Action|Drama|Thriller,tt0119123,4430
1627,U Turn (1997),Crime|Drama|Mystery,tt0120399,1948
1628,"Locusts, The (1997)",Drama,tt0119557,11804
1629,"MatchMaker, The (1997)",Comedy|Romance,tt0119632,3277
1630,"Lay of the Land, The (1997)",Comedy|Drama,tt0123953,13292
1631,"Assignment, The (1997)",Action|Thriller,tt0118647,4324
1632,"Smile Like Yours, A (1997)",Comedy|Romance,tt0120151,8706
1633,Ulee's Gold (1997),Drama,tt0120402,1438
1635,"Ice Storm, The (1997)",Drama,tt0119349,792
1636,Stag (1997),Action|Thriller,tt0120192,9610
1639,Chasing Amy (1997),Comedy|Drama|Romance,tt0118842,283
1640,How to Be a Player (1997),Comedy,tt0119326,4842
1641,"Full Monty, The (1997)",Comedy|Drama,tt0119164,256
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,tt0116631,3925
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,tt0119280,1265
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,tt0119345,1470
1645,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller,tt0118971,458
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,tt0120029,4312
1647,Playing God (1997),Crime|Drama|Thriller,tt0119906,5258
1648,"House of Yes, The (1997)",Comedy|Drama,tt0119324,2066
1649,"Fast, Cheap & Out of Control (1997)",Documentary,tt0119107,1886
1650,Washington Square (1997),Drama,tt0120481,4098
1651,Telling Lies in America (1997),Drama,tt0120303,8283
1652,Year of the Horse (1997),Documentary,tt0120539,8711
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,tt0119177,185
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,tt0119095,3481
1655,Phantoms (1998),Drama|Horror|Thriller,tt0119891,5104
1656,Swept from the Sea (1997),Drama|Romance,tt0120257,7209
1657,Wonderland (1997),Comedy|Documentary,tt0120529,6077
1658,"Life Less Ordinary, A (1997)",Romance|Thriller,tt0119535,2424
1659,Hurricane Streets (1997),Drama,tt0119338,7630
1660,Eve's Bayou (1997),Drama,tt0119080,2513
1661,Switchback (1997),Crime|Mystery|Thriller,tt0119210,4194
1662,Gang Related (1997),Crime,tt0118900,6305
1663,Stripes (1981),Comedy|War,tt0083131,585
1664,Nenette and Boni (Nénette et Boni) (1996),Drama,tt0117221,9187
1665,Bean (1997),Comedy,tt0118689,1888
1666,Hugo Pool (1997),Romance,tt0119327,7691
1667,Mad City (1997),Action|Drama,tt0119592,3730
1668,One Night Stand (1997),Drama,tt0119832,6221
1669,"Tango Lesson, The (1997)",Romance,tt0120275,4465
1670,Welcome to Sarajevo (1997),Drama|War,tt0120490,3100
1671,Deceiver (1997),Crime|Drama|Thriller,tt0119527,5709
1672,"Rainmaker, The (1997)",Drama,tt0119978,1156
1673,Boogie Nights (1997),Drama,tt0118749,322
1674,Witness (1985),Drama|Romance|Thriller,tt0090329,340
1675,Incognito (1997),Crime|Thriller,tt0119365,6855
1676,Starship Troopers (1997),Action|Sci-Fi,tt0120201,387
1677,Critical Care (1997),Comedy|Drama,tt0118901,7873
1678,"Joy Luck Club, The (1993)",Drama|Romance,tt0107282,926
1679,Chairman of the Board (1998),Comedy,tt0118836,9202
1680,Sliding Doors (1998),Drama|Romance,tt0120148,661
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,tt0119707,3423
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,tt0120382,111
1683,"Wings of the Dove, The (1997)",Drama|Romance,tt0120520,1614
1684,Mrs. Dalloway (1997),Drama|Romance,tt0119723,3111
1685,"I Love You, I Love You Not (1996)",Drama|Romance,tt0116592,9449
1686,Red Corner (1997),Crime|Thriller,tt0119994,3112
1687,"Jackal, The (1997)",Action|Thriller,tt0119395,1264
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,tt0118617,1196
1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,tt0120483,2363
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,tt0118583,683
1692,Alien Escape (1995),Horror|Sci-Fi,tt0112318,6926
1693,Amistad (1997),Drama|Mystery,tt0118607,965
1694,"Apostle, The (1997)",Drama,tt0118632,1376
1695,Artemisia (1997),Drama,tt0123385,5926
1696,Bent (1997),Drama|War,tt0118698,5101
1697,Bang (1995),Crime|Drama,tt0109266,13283
1698,"Boys, Les (1997)",Comedy,tt0118764,9446
1699,"Butcher Boy, The (1997)",Comedy|Drama,tt0118804,2324
1701,Deconstructing Harry (1997),Comedy|Drama,tt0118954,1457
1702,Flubber (1997),Children|Comedy|Fantasy,tt0119137,2106
1703,For Richer or Poorer (1997),Comedy,tt0119142,4913
1704,Good Will Hunting (1997),Drama|Romance,tt0119217,53
1706,Tar (1996),Drama,tt0116490,14872
1707,Home Alone 3 (1997),Children|Comedy,tt0119303,3171
1708,Ill Gotten Gains (1997),Drama,tt0119352,14871
1709,Legal Deceit (1997),Thriller,tt0130073,10224
1710,Man of Her Dreams (a.k.a. The Fiancé) (1997),Drama,tt0116976,13277
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,tt0119668,1285
1713,Mouse Hunt (1997),Children|Comedy,tt0119715,2427
1714,Never Met Picasso (1996),Romance,tt0117167,14866
1715,Office Killer (1997),Thriller,tt0119819,11786
1716,"Other Voices, Other Rooms (1995)",Drama,tt0119845,13337
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,tt0120082,1251
1718,Stranger in the House (1997),Thriller,tt0120222,8558
1719,"Sweet Hereafter, The (1997)",Drama,tt0120255,1006
1720,Time Tracers (1995),Action|Adventure|Sci-Fi,tt0128755,10267
1721,Titanic (1997),Drama|Romance,tt0120338,93
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,tt0120347,512
1723,Twisted (1996),Comedy|Drama,tt0117994,8847
1724,Full Speed (À toute vitesse) (1996),Drama,tt0118230,9801
1725,"Education of Little Tree, The (1997)",Drama,tt0119052,5811
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,tt0119925,2302
1727,"Horse Whisperer, The (1998)",Drama|Romance,tt0119314,1985
1728,"Winter Guest, The (1997)",Drama,tt0120521,5412
1729,Jackie Brown (1997),Crime|Drama|Thriller,tt0119396,394
1730,Kundun (1997),Drama,tt0119485,1974
1731,Mr. Magoo (1997),Comedy,tt0119718,5819
1732,"Big Lebowski, The (1998)",Comedy|Crime,tt0118715,141
1733,Afterglow (1997),Drama|Romance,tt0118566,3969
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,tt0119590,1432
1735,Great Expectations (1998),Drama|Romance,tt0119223,1558
1738,Vermin (1998),Comedy,tt0120881,12496
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,tt0118539,6253
1740,Men of Means (1999),Action|Drama,tt0119655,11093
1743,Arguing the World (1998),Documentary,tt0129758,8069
1744,Firestorm (1998),Action|Adventure|Thriller,tt0120670,5551
1746,Senseless (1998),Comedy,tt0120820,5234
1747,Wag the Dog (1997),Comedy,tt0120885,474
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,tt0118929,337
1749,"Leading Man, The (1996)",Romance,tt0116845,8547
1750,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi,tt0120478,6189
1752,Hard Rain (1998),Action|Crime|Thriller,tt0120696,3338
1753,Half Baked (1998),Comedy,tt0120693,1812
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,tt0119099,1294
1755,Shooting Fish (1997),Comedy|Romance,tt0120122,3443
1756,"Prophecy II, The (1998)",Horror,tt0118643,5236
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,tt0112913,3692
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,tt0119815,4033
1760,Spice World (1997),Comedy,tt0120185,3551
1762,Deep Rising (1998),Action|Horror|Sci-Fi,tt0118956,3199
1764,Tainted (1998),Comedy|Thriller,tt0128690,11795
1765,"Letter From Death Row, A (1998)",Crime|Drama,tt0119521,11796
1767,Music From Another Room (1998),Drama|Romance,tt0119734,6174
1768,Mother and Son (Mat i syn) (1997),Drama,tt0119711,9778
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,tt0120008,2014
1770,B. Monkey (1998),Crime|Romance|Thriller,tt0120594,7628
1771,Night Flier (1997),Horror,tt0119784,5843
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,tt0118747,1999
1773,Tokyo Fist (Tokyo ken) (1995),Action|Drama,tt0114690,7281
1774,Mass Transit (1998),Comedy|Drama,tt0133090,11119
1776,Ride (1998),Drama,tt0120707,14823
1777,"Wedding Singer, The (1998)",Comedy|Romance,tt0120888,375
1779,Sphere (1998),Sci-Fi|Thriller,tt0120184,1373
1780,Ayn Rand: A Sense of Life (1997),Documentary,tt0118662,6556
1782,Little City (1998),Comedy|Romance,tt0119548,11279
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,tt0120782,2955
1784,As Good as It Gets (1997),Comedy|Drama|Romance,tt0119822,135
1785,King of New York (1990),Crime|Thriller,tt0099939,2715
1787,"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary,tt0145302,9340
1788,Men with Guns (1997),Action|Drama,tt0119656,2954
1789,"Sadness of Sex, The (1995)",Drama,tt0114322,11800
1791,Twilight (1998),Crime|Drama|Thriller,tt0119594,5136
1792,U.S. Marshals (1998),Action|Crime|Thriller,tt0120873,1292
1793,Welcome to Woop-Woop (1997),Comedy,tt0120491,8117
1794,Love and Death on Long Island (1997),Comedy|Drama,tt0119574,2298
1795,"Callejón de los milagros, El (1995)",Drama,tt0112619,8128
1796,In God's Hands (1998),Action|Drama,tt0140282,11297
1797,Everest (1998),Documentary|IMAX,tt0120661,1553
1798,Hush (1998),Thriller,tt0118744,7114
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,tt0120241,1865
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,tt0120744,1137
1804,"Newton Boys, The (1998)",Crime|Drama,tt0120769,4578
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,tt0120890,869
1806,Paulie (1998),Adventure|Children|Comedy,tt0125454,3275
1807,"Cool, Dry Place, A (1998)",Drama,tt0120642,7003
1809,Fireworks (Hana-bi) (1997),Crime|Drama,tt0119250,2271
1810,Primary Colors (1998),Comedy|Drama,tt0119942,1332
1811,"Niagara, Niagara (1997)",Drama,tt0119780,7643
1812,Wide Awake (1998),Children|Comedy|Drama,tt0120510,6440
1814,"Price Above Rubies, A (1998)",Drama,tt0120793,5327
1816,Two Girls and a Guy (1997),Comedy|Drama,tt0124179,4764
1817,No Looking Back (1998),Drama|Romance,tt0119560,9167
1819,Storefront Hitchcock (1997),Documentary|Musical,tt0120219,12266
1820,"Proposition, The (1998)",Drama|Romance,tt0120108,10244
1821,"Object of My Affection, The (1998)",Comedy|Romance,tt0120772,2457
1822,Meet the Deedles (1998),Children|Comedy,tt0120645,9322
1824,Homegrown (1998),Comedy|Thriller,tt0119305,4532
1825,"Player's Club, The (1998)",Comedy|Drama,tt0119905,6644
1826,Barney's Great Adventure (1998),Adventure|Children,tt0120598,9560
1827,"Big One, The (1997)",Comedy|Documentary,tt0124295,2446
1829,Chinese Box (1997),Drama|Romance,tt0118851,5678
1830,Follow the Bitch (1996),Comedy,tt0119139,11306
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,tt0120738,1341
1832,Heaven's Burning (1997),Action|Drama,tt0119272,12528
1833,Mercury Rising (1998),Action|Drama|Thriller,tt0120749,2275
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,tt0120176,936
1835,City of Angels (1998),Drama|Fantasy|Romance,tt0120632,1130
1836,"Last Days of Disco, The (1998)",Comedy|Drama,tt0120728,2453
1837,"Odd Couple II, The (1998)",Comedy,tt0120773,4975
1839,My Giant (1998),Comedy,tt0120765,6608
1840,He Got Game (1998),Drama,tt0124718,2356
1841,"Gingerbread Man, The (1998)",Drama|Thriller,tt0119196,5036
1842,Illtown (1996),Crime|Drama,tt0118229,11079
1843,Slappy and the Stinkers (1998),Children|Comedy,tt0120213,10223
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,tt0118819,3118
1845,Zero Effect (1998),Comedy|Mystery|Thriller,tt0120906,1695
1846,Nil By Mouth (1997),Drama,tt0119792,4719
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,tt0118755,2565
1849,Prince Valiant (1997),Adventure,tt0119947,12478
1850,"I Love You, Don't Touch Me! (1998)",Drama|Romance,tt0130019,7849
1851,Leather Jacket Love Story (1997),Drama|Romance,tt0119508,14720
1852,Love Walked In (1998),Drama|Thriller,tt0118727,14719
1853,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy,tt0118577,9670
1854,Kissing a Fool (1998),Comedy|Romance,tt0120723,5430
1855,Krippendorf's Tribe (1998),Comedy,tt0120725,5434
1856,Kurt & Courtney (1998),Documentary,tt0138563,4281
1857,"Real Blonde, The (1997)",Comedy,tt0119987,8251
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,tt0117786,2725
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,tt0120265,4283
1860,Character (Karakter) (1997),Drama,tt0119448,3541
1861,Junk Mail (Budbringeren) (1997),Comedy|Thriller,tt0118785,6655
1862,Species II (1998),Horror|Sci-Fi,tt0120841,3783
1863,Major League: Back to the Minors (1998),Comedy,tt0120742,4681
1864,Sour Grapes (1998),Comedy,tt0120838,8924
1865,Wild Man Blues (1997),Documentary,tt0141986,4182
1866,"Big Hit, The (1998)",Action|Comedy|Crime,tt0120609,2537
1867,Tarzan and the Lost City (1998),Action|Adventure,tt0120856,8147
1869,Black Dog (1998),Action|Thriller,tt0120610,6146
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,tt0118925,4395
1871,"Friend of the Deceased, A (Priyatel pokonika) (1997)",Comedy|Drama,tt0119952,7793
1872,Go Now (1995),Drama,tt0113184,9232
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War,tt0119683,1256
1874,Still Breathing (1997),Comedy|Romance,tt0120211,6511
1875,Clockwatchers (1997),Comedy,tt0118866,3271
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,tt0120647,710
1877,Little Men (1998),Drama,tt0145048,9113
1878,Woo (1998),Comedy|Romance,tt0120531,8714
1879,"Hanging Garden, The (1997)",Drama|Romance,tt0125128,4910
1880,Lawn Dogs (1997),Drama,tt0119506,5319
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,tt0120800,4485
1882,Godzilla (1998),Action|Sci-Fi|Thriller,tt0120685,1579
1883,Bulworth (1998),Comedy|Drama|Romance,tt0118798,1117
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,tt0120669,586
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,tt0120777,1015
1886,I Got the Hook Up (1998),Comedy,tt0131436,10253
1887,Almost Heroes (1998),Adventure|Comedy|Western,tt0119053,4823
1888,Hope Floats (1998),Comedy|Drama|Romance,tt0119313,1803
1889,Insomnia (1997),Drama|Mystery|Thriller,tt0119375,2241
1890,Little Boy Blue (1997),Drama,tt0119547,9177
1891,"Ugly, The (1997)",Horror|Thriller,tt0120401,10256
1892,"Perfect Murder, A (1998)",Thriller,tt0120787,1174
1893,Beyond Silence (Jenseits der Stille) (1996),Drama,tt0116692,5294
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,tt0120828,1485
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,tt0127723,1535
1896,Cousin Bette (1998),Comedy,tt0118894,6754
1897,High Art (1998),Drama|Romance,tt0139362,2529
1898,"Land Girls, The (1998)",Drama|War,tt0119494,7125
1899,Passion in the Desert (1998),Adventure|Drama,tt0125980,8383
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,tt0118849,2561
1901,Dear Jesse (1997),Documentary,tt0150290,7710
1902,Dream for an Insomniac (1996),Drama|Romance,tt0116141,4928
1903,Hav Plenty (1997),Comedy,tt0126938,8410
1904,Henry Fool (1997),Comedy|Drama,tt0122529,2923
1905,Marie from the Bay of Angels (Marie Baie Des Anges) (1997),Drama,tt0143614,10257
1906,Mr. Jealousy (1997),Comedy|Romance,tt0119717,6296
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,tt0120762,544
1908,Resurrection Man (1998),Drama|Thriller,tt0140508,10021
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,tt0120902,464
1910,I Went Down (1997),Comedy|Crime|Drama,tt0126344,4477
1911,Dr. Dolittle (1998),Comedy,tt0118998,1275
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,tt0120780,612
1913,Picnic at Hanging Rock (1975),Drama|Mystery,tt0073540,1922
1914,Smoke Signals (1998),Comedy|Drama,tt0120321,1213
1915,Voyage to the Beginning of the World (Viagem ao Princípio do Mundo) (1997),Drama,tt0120443,9967
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,tt0118789,1308
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,tt0120591,284
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,tt0122151,772
1919,Madeline (1998),Children|Comedy,tt0123987,3174
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,tt0122718,1881
1921,Pi (1998),Drama|Sci-Fi|Thriller,tt0138704,479
1922,Whatever (1998),Drama,tt0140688,5611
1923,There's Something About Mary (1998),Comedy|Romance,tt0129387,134
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,tt0052077,2418
1925,Wings (1927),Action|Drama|Romance|War,tt0018578,4733
1926,"Broadway Melody, The (1929)",Musical,tt0019729,5878
1927,All Quiet on the Western Front (1930),Action|Drama|War,tt0020629,1354
1928,Cimarron (1931),Drama|Western,tt0021746,7187
1929,Grand Hotel (1932),Drama|Romance,tt0022958,3435
1930,Cavalcade (1933),Drama|Romance|War,tt0023876,9966
1931,Mutiny on the Bounty (1935),Adventure|Drama,tt0026752,1609
1932,"Great Ziegfeld, The (1936)",Drama|Musical,tt0027698,5398
1933,"Life of Emile Zola, The (1937)",Drama,tt0029146,6012
1934,You Can't Take It with You (1938),Comedy|Romance,tt0030993,2777
1935,How Green Was My Valley (1941),Drama|Musical|Romance,tt0033729,2709
1936,Mrs. Miniver (1942),Drama|War,tt0035093,3122
1937,Going My Way (1944),Comedy|Drama|Musical,tt0036872,3803
1938,"Lost Weekend, The (1945)",Drama,tt0037884,2613
1939,"Best Years of Our Lives, The (1946)",Drama|War,tt0036868,1637
1940,Gentleman's Agreement (1947),Drama,tt0039416,3353
1941,Hamlet (1948),Drama,tt0040416,2984
1942,All the King's Men (1949),Drama,tt0041113,2763
1943,"Greatest Show on Earth, The (1952)",Drama,tt0044672,4851
1944,From Here to Eternity (1953),Drama|Romance|War,tt0045793,1242
1945,On the Waterfront (1954),Crime|Drama,tt0047296,663
1946,Marty (1955),Drama|Romance,tt0048356,2312
1947,West Side Story (1961),Drama|Musical|Romance,tt0055614,498
1948,Tom Jones (1963),Adventure|Comedy|Romance,tt0057590,2261
1949,"Man for All Seasons, A (1966)",Drama,tt0060665,1435
1950,In the Heat of the Night (1967),Drama|Mystery,tt0061811,1093
1951,Oliver! (1968),Drama|Musical,tt0063385,1742
1952,Midnight Cowboy (1969),Drama,tt0064665,626
1953,"French Connection, The (1971)",Action|Crime|Thriller,tt0067116,430
1954,Rocky (1976),Drama,tt0075148,296
1955,Kramer vs. Kramer (1979),Drama,tt0079417,998
1956,Ordinary People (1980),Drama,tt0081283,961
1957,Chariots of Fire (1981),Drama,tt0082158,633
1958,Terms of Endearment (1983),Comedy|Drama,tt0086425,957
1959,Out of Africa (1985),Drama|Romance,tt0089755,853
1960,"Last Emperor, The (1987)",Drama,tt0093389,610
1961,Rain Man (1988),Drama,tt0095953,92
1962,Driving Miss Daisy (1989),Drama,tt0097239,541
1963,Take the Money and Run (1969),Comedy|Crime,tt0065063,1450
1964,Klute (1971),Drama|Mystery,tt0067309,1561
1965,Repo Man (1984),Comedy|Sci-Fi,tt0087995,735
1966,Metropolitan (1990),Comedy,tt0100142,1960
1967,Labyrinth (1986),Adventure|Fantasy|Musical,tt0091369,571
1968,"Breakfast Club, The (1985)",Comedy|Drama,tt0088847,140
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,tt0089686,3074
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,tt0093629,2469
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,tt0095742,3529
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,tt0097981,4257
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,tt0101917,4203
1974,Friday the 13th (1980),Horror|Mystery|Thriller,tt0080761,1645
1975,Friday the 13th Part 2 (1981),Horror,tt0082418,3388
1976,Friday the 13th Part 3: 3D (1982),Horror,tt0083972,4202
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,tt0087298,3954
1978,Friday the 13th Part V: A New Beginning (1985),Horror,tt0089173,5148
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,tt0091080,4120
1980,Friday the 13th Part VII: The New Blood (1988),Horror,tt0095179,4972
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,tt0097388,5218
1982,Halloween (1978),Horror,tt0077651,840
1983,Halloween II (1981),Horror,tt0082495,2879
1984,Halloween III: Season of the Witch (1982),Horror,tt0085636,5309
1985,Halloween 4: The Return of Michael Myers (1988),Horror,tt0095271,3880
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,tt0097474,4317
1987,Prom Night (1980),Horror,tt0081383,5195
1988,Hello Mary Lou: Prom Night II (1987),Horror,tt0093176,8386
1989,Prom Night III: The Last Kiss (1989),Horror,tt0098136,9978
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,tt0105179,11094
1991,Child's Play (1988),Horror|Thriller,tt0094862,2435
1992,Child's Play 2 (1990),Horror|Thriller,tt0099253,4167
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,tt0103956,5577
1994,Poltergeist (1982),Horror|Thriller,tt0084516,636
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,tt0091778,4133
1996,Poltergeist III (1988),Horror|Thriller,tt0095889,5014
1997,"Exorcist, The (1973)",Horror|Mystery,tt0070047,319
1998,Exorcist II: The Heretic (1977),Horror,tt0076009,5507
1999,"Exorcist III, The (1990)",Horror,tt0099528,3781
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,tt0093409,227
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,tt0097733,436
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,tt0104714,784
2003,Gremlins (1984),Comedy|Horror,tt0087363,699
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,tt0099700,1766
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,tt0089218,486
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,tt0120746,413
2007,Polish Wedding (1998),Comedy,tt0119910,6235
2008,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,tt0117898,8361
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,tt0070723,1179
2010,Metropolis (1927),Drama|Sci-Fi,tt0017136,718
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,tt0096874,253
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,tt0099088,278
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,tt0069113,1018
2014,Freaky Friday (1977),Children|Comedy|Fantasy,tt0076054,2577
